personalization/tool_switch_low_agency,0.3360,8
no_personalization,0.4967,282
personalization,0.5075,282
overall,0.5021,564

persona,personalization_setting,personalization_accuracy,no_personalization_accuracy,accuracy_diff,personalization_total_count,no_personalization_total_count
chain_parallel,personalization,0.5738,0.5794,-0.0056,10,10
chain_sequential,personalization,0.5762,0.6016,-0.0254,10,10
confirmation_batch,personalization,0.5906,0.5197,0.0710,10,10
disambiguation_gradual,personalization,0.3745,0.3255,0.0490,7,7
disambiguation_upfront,personalization,0.3745,0.3983,-0.0238,7,7
each_confirmation,personalization,0.5995,0.5355,0.0640,10,10
error_discovery_brief,personalization,0.4436,0.4636,-0.0200,10,10
error_discovery_detail,personalization,0.4921,0.4802,0.0119,10,10
error_retry_escalation,personalization,0.3542,0.3542,0.0000,4,4
error_retry_silent,personalization,0.3542,0.3542,0.0000,4,4
info_collect_gradual,personalization,0.5874,0.6311,-0.0437,10,10
info_collect_upfront,personalization,0.6337,0.5933,0.0404,10,10
param_high,personalization,0.2540,0.2103,0.0437,7,7
param_low,personalization,0.5675,0.5801,-0.0126,10,10
param_medium,personalization,0.5006,0.5336,-0.0330,10,10
presentation_compact,personalization,0.5938,0.5285,0.0654,10,10
presentation_layered,personalization,0.5562,0.6150,-0.0588,10,10
silent,personalization,0.5036,0.5569,-0.0533,10,10
source_high,personalization,0.5714,0.5909,-0.0194,12,12
source_low,personalization,0.5948,0.5385,0.0563,12,12
tool_abortion_continue,personalization,0.5705,0.5095,0.0610,10,10
tool_abortion_stop,personalization,0.5651,0.5038,0.0613,10,10
tool_high,personalization,0.5643,0.6452,-0.0810,7,7
tool_initiative_proactive,personalization,0.4274,0.4340,-0.0067,10,10
tool_initiative_reactive,personalization,0.4321,0.4280,0.0042,10,10
tool_invocation_multiple,personalization,0.5021,0.4646,0.0375,8,8
tool_invocation_single,personalization,0.4458,0.4958,-0.0500,8,8
tool_low,personalization,0.5027,0.4120,0.0907,10,10
tool_medium,personalization,0.5173,0.4587,0.0586,10,10
tool_switch_high_agency,personalization,0.3402,0.3607,-0.0205,8,8
tool_switch_low_agency,personalization,0.3360,0.3003,0.0357,8,8

diff>0_personas,confirmation_batch;disambiguation_gradual;each_confirmation;error_discovery_detail;info_collect_upfront;param_high;presentation_compact;source_low;tool_abortion_continue;tool_abortion_stop;tool_initiative_reactive;tool_invocation_multiple;tool_low;tool_medium;tool_switch_low_agency
diff<0_personas,chain_parallel;chain_sequential;disambiguation_upfront;error_discovery_brief;info_collect_gradual;param_low;param_medium;presentation_layered;silent;source_high;tool_high;tool_initiative_proactive;tool_invocation_single;tool_switch_high_agency
diff<0_sample_ids(personalization_vs_no_personalization),personalization/chain_parallel:multi_turn_long_context_127;personalization/chain_parallel:multi_turn_long_context_18;personalization/chain_sequential:multi_turn_long_context_101;personalization/chain_sequential:multi_turn_long_context_18;personalization/chain_sequential:multi_turn_long_context_35;personalization/disambiguation_upfront:multi_turn_long_context_153;personalization/each_confirmation:multi_turn_long_context_160;personalization/each_confirmation:multi_turn_long_context_161;personalization/each_confirmation:multi_turn_long_context_51;personalization/error_discovery_brief:multi_turn_long_context_191;personalization/error_discovery_detail:multi_turn_long_context_114;personalization/error_discovery_detail:multi_turn_long_context_192;personalization/info_collect_gradual:multi_turn_miss_param_14;personalization/info_collect_gradual:multi_turn_miss_param_2;personalization/info_collect_gradual:multi_turn_miss_param_51;personalization/info_collect_upfront:multi_turn_miss_param_100;personalization/info_collect_upfront:multi_turn_miss_param_2;personalization/param_high:multi_turn_long_context_171;personalization/param_low:multi_turn_long_context_110;personalization/param_low:multi_turn_long_context_13;personalization/param_low:multi_turn_long_context_54;personalization/param_medium:multi_turn_long_context_110;personalization/param_medium:multi_turn_long_context_163;personalization/param_medium:multi_turn_long_context_54;personalization/param_medium:multi_turn_long_context_60;personalization/presentation_compact:multi_turn_long_context_0;personalization/presentation_compact:multi_turn_long_context_102;personalization/presentation_compact:multi_turn_long_context_154;personalization/presentation_layered:multi_turn_long_context_1;personalization/presentation_layered:multi_turn_long_context_152;personalization/presentation_layered:multi_turn_long_context_23;personalization/presentation_layered:multi_turn_long_context_50;personalization/silent:multi_turn_long_context_103;personalization/silent:multi_turn_long_context_27;personalization/silent:multi_turn_long_context_52;personalization/source_high:multi_turn_long_context_115;personalization/source_high:multi_turn_long_context_138;personalization/source_high:multi_turn_long_context_199;personalization/source_low:multi_turn_long_context_121;personalization/source_low:multi_turn_long_context_199;personalization/tool_abortion_continue:multi_turn_long_context_32;personalization/tool_abortion_stop:multi_turn_long_context_35;personalization/tool_high:multi_turn_long_context_138;personalization/tool_high:multi_turn_long_context_192;personalization/tool_initiative_proactive:multi_turn_long_context_66;personalization/tool_initiative_proactive:multi_turn_long_context_68;personalization/tool_initiative_proactive:multi_turn_long_context_87;personalization/tool_initiative_reactive:multi_turn_long_context_108;personalization/tool_initiative_reactive:multi_turn_long_context_68;personalization/tool_initiative_reactive:multi_turn_long_context_87;personalization/tool_invocation_multiple:multi_turn_long_context_34;personalization/tool_invocation_single:multi_turn_long_context_32;personalization/tool_invocation_single:multi_turn_long_context_47;personalization/tool_low:multi_turn_long_context_19;personalization/tool_low:multi_turn_long_context_6;personalization/tool_medium:multi_turn_long_context_6;personalization/tool_switch_high_agency:multi_turn_long_context_191;personalization/tool_switch_high_agency:multi_turn_long_context_57
