personalization/tool_invocation_single,0.5405,7
personalization/tool_low,0.5681,10
personalization/tool_medium,0.6548,10
personalization/tool_switch_high_agency,0.5282,7
personalization/tool_switch_low_agency,0.4682,8
no_personalization,0.6051,262
personalization,0.6312,256
overall,0.6180,518

persona,personalization_setting,personalization_accuracy,no_personalization_accuracy,accuracy_diff,personalization_total_count,no_personalization_total_count
chain_parallel,personalization,0.6141,0.6805,-0.0664,9,10
chain_sequential,personalization,0.7860,0.5798,0.2063,10,8
confirmation_batch,personalization,0.5103,0.6686,-0.1583,8,9
disambiguation_gradual,personalization,0.7457,0.6612,0.0845,5,7
disambiguation_upfront,personalization,0.6888,0.6531,0.0357,7,7
each_confirmation,personalization,0.7564,0.6612,0.0952,10,10
error_discovery_brief,personalization,0.7026,0.6579,0.0447,9,9
error_discovery_detail,personalization,0.6417,0.5873,0.0544,8,9
error_retry_escalation,personalization,0.5208,0.5208,0.0000,4,4
error_retry_silent,personalization,0.7500,0.5833,0.1667,2,4
info_collect_gradual,personalization,0.7811,0.6442,0.1369,10,8
info_collect_upfront,personalization,0.7432,0.5560,0.1872,7,8
param_high,personalization,0.5238,0.5357,-0.0119,7,7
param_low,personalization,0.6239,0.4963,0.1276,10,10
param_medium,personalization,0.6905,0.6876,0.0029,10,10
presentation_compact,personalization,0.5155,0.7244,-0.2089,10,10
presentation_layered,personalization,0.7633,0.7250,0.0383,10,9
silent,personalization,0.6471,0.6014,0.0457,10,10
source_high,personalization,0.6232,0.4569,0.1663,8,9
source_low,personalization,0.6054,0.6169,-0.0115,11,12
tool_abortion_continue,personalization,0.5894,0.5942,-0.0048,10,9
tool_abortion_stop,personalization,0.6370,0.7527,-0.1157,9,10
tool_high,personalization,0.8500,0.8222,0.0278,4,6
tool_initiative_proactive,personalization,0.5112,0.4779,0.0333,10,10
tool_initiative_reactive,personalization,0.5706,0.5626,0.0080,10,7
tool_invocation_multiple,personalization,0.4889,0.6222,-0.1333,6,6
tool_invocation_single,personalization,0.5405,0.3667,0.1738,7,8
tool_low,personalization,0.5681,0.6258,-0.0577,10,10
tool_medium,personalization,0.6548,0.5248,0.1300,10,10
tool_switch_high_agency,personalization,0.5282,0.5015,0.0267,7,8
tool_switch_low_agency,personalization,0.4682,0.5557,-0.0875,8,8

diff>0_personas,chain_sequential;disambiguation_gradual;disambiguation_upfront;each_confirmation;error_discovery_brief;error_discovery_detail;error_retry_silent;info_collect_gradual;info_collect_upfront;param_low;param_medium;presentation_layered;silent;source_high;tool_high;tool_initiative_proactive;tool_initiative_reactive;tool_invocation_single;tool_medium;tool_switch_high_agency
diff<0_personas,chain_parallel;confirmation_batch;param_high;presentation_compact;source_low;tool_abortion_continue;tool_abortion_stop;tool_invocation_multiple;tool_low;tool_switch_low_agency
diff<0_sample_ids(personalization_vs_no_personalization),personalization/chain_parallel:multi_turn_long_context_18;personalization/chain_parallel:multi_turn_long_context_24;personalization/confirmation_batch:multi_turn_long_context_139;personalization/confirmation_batch:multi_turn_long_context_18;personalization/error_discovery_brief:multi_turn_long_context_191;personalization/error_discovery_detail:multi_turn_long_context_150;personalization/error_discovery_detail:multi_turn_long_context_157;personalization/error_discovery_detail:multi_turn_long_context_191;personalization/error_retry_escalation:multi_turn_long_context_57;personalization/info_collect_gradual:multi_turn_miss_param_51;personalization/param_high:multi_turn_long_context_159;personalization/param_high:multi_turn_long_context_171;personalization/param_medium:multi_turn_long_context_60;personalization/presentation_compact:multi_turn_long_context_14;personalization/presentation_compact:multi_turn_long_context_154;personalization/presentation_compact:multi_turn_long_context_2;personalization/presentation_compact:multi_turn_long_context_23;personalization/presentation_layered:multi_turn_long_context_1;personalization/presentation_layered:multi_turn_long_context_154;personalization/presentation_layered:multi_turn_long_context_2;personalization/silent:multi_turn_long_context_160;personalization/silent:multi_turn_long_context_17;personalization/silent:multi_turn_long_context_51;personalization/silent:multi_turn_long_context_7;personalization/source_low:multi_turn_long_context_157;personalization/source_low:multi_turn_long_context_182;personalization/source_low:multi_turn_long_context_199;personalization/tool_abortion_continue:multi_turn_long_context_101;personalization/tool_abortion_continue:multi_turn_long_context_24;personalization/tool_abortion_continue:multi_turn_long_context_35;personalization/tool_abortion_stop:multi_turn_long_context_18;personalization/tool_abortion_stop:multi_turn_long_context_24;personalization/tool_abortion_stop:multi_turn_long_context_35;personalization/tool_abortion_stop:multi_turn_long_context_78;personalization/tool_high:multi_turn_long_context_101;personalization/tool_initiative_proactive:multi_turn_long_context_68;personalization/tool_initiative_proactive:multi_turn_long_context_99;personalization/tool_invocation_multiple:multi_turn_long_context_101;personalization/tool_invocation_single:multi_turn_long_context_34;personalization/tool_invocation_single:multi_turn_long_context_57;personalization/tool_low:multi_turn_long_context_106;personalization/tool_low:multi_turn_long_context_11;personalization/tool_low:multi_turn_long_context_6;personalization/tool_low:multi_turn_long_context_9;personalization/tool_switch_high_agency:multi_turn_long_context_57;personalization/tool_switch_low_agency:multi_turn_long_context_144;personalization/tool_switch_low_agency:multi_turn_long_context_182;personalization/tool_switch_low_agency:multi_turn_long_context_191
